"genusName","feeding","basal","enrichment","structure","cp","GenavgMass","GenavgCPr","GenavgCRs","GenavgMFP","GenavgEFP","GenavgSFP","GenavgHFP","GenavgFFP","GenavgBFP","GenavgPFP","StderrMass","StderrCPr","StderrCRs","StderrMFP","StderrEFP","StderrSFP","StderrHFP","StderrFFP","StderrBFP","StderrPFP"
"Dolichodorus","1","0.0","0.0","0.0","3","2.968","0.0989","0.5958","0.6947","0.0","0.0","0.6947","0.0","0.0","0.0","0.4218","0.0141","0.0646","0.0786","0.0","0.0","0.0786","0.0","0.0","0.0"
"Dolichorhabditis","3","0.0","3.2","0.0","1","1.6031","0.1603","0.3889","0.5492","0.5492","0.0","0.0","0.0","0.5492","0.0","0.0266","0.0027","0.0048","0.0075","0.0075","0.0","0.0","0.0","0.0075","0.0"
"Dolichorhynchus","1","0.0","0.0","0.0","3","0.4987","0.0166","0.1605","0.1771","0.0","0.0","0.1771","0.0","0.0","0.0","0.1116","0.0037","0.0271","0.0308","0.0","0.0","0.0308","0.0","0.0","0.0"
"Domorganus","3","0.0","0.0","1.8","3","1.2559","0.0419","0.2909","0.3328","0.0","0.3328","0.0","0.0","0.3328","0.0","0.4252","0.0142","0.081","0.0951","0.0","0.0951","0.0","0.0","0.0951","0.0"
"Dorydorella","8","0.0","0.0","3.2","4","1.5768","0.0394","0.3816","0.421","0.0","0.421","0.0","0.0","0.0","0.421","0.2286","0.0057","0.0434","0.0491","0.0","0.0491","0.0","0.0","0.0","0.0491"
"Dorylaimellus","1","0.0","0.0","0.0","5","0.3034","0.0061","0.1076","0.1136","0.0","0.0","0.1136","0.0","0.0","0.0","0.0596","0.0012","0.0158","0.017","0.0","0.0","0.017","0.0","0.0","0.0"
"Dorylaimoides","8","0.0","0.0","3.2","4","1.1009","0.0275","0.2909","0.3184","0.0","0.3184","0.0","0.0","0.0","0.3184","0.0866","0.0022","0.0171","0.0193","0.0","0.0193","0.0","0.0","0.0","0.0193"
"Dorylaimopsis","0","0.0","0.0","1.8","3","4.5356","0.1512","0.8431","0.9943","0.0","0.9943","0.0","0.0","0.0","0.0","0.8158","0.0272","0.116","0.1432","0.0","0.1432","0.0","0.0","0.0","0.0"
"Dorylaimus","8","0.0","0.0","3.2","4","42.7653","1.0691","4.2179","5.287","0.0","5.287","0.0","0.0","0.0","5.287","7.9522","0.1988","0.5212","0.7181","0.0","0.7181","0.0","0.0","0.0","0.7181"
"Doryllium","2","0.0","0.0","3.2","4","0.236","0.0059","0.089","0.0949","0.0","0.0949","0.0","0.0949","0.0","0.0","0.0357","9.0E-4","0.0101","0.011","0.0","0.011","0.0","0.011","0.0","0.0"
"Dotylaphus","2","0.8","0.8","0.0","2","0.182","0.0091","0.0761","0.0852","0.0852","0.0","0.0","0.0852","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dracograllus","0","0.0","0.0","3.2","4","1.1732","0.0293","0.3077","0.3371","0.0","0.3371","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Drepanodorylaimus","8","0.0","0.0","3.2","4","1.968","0.0492","0.4536","0.5028","0.0","0.5028","0.0","0.0","0.0","0.5028","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Drilocephalobus","3","0.8","0.0","0.0","2","0.1005","0.005","0.0483","0.0534","0.0","0.0","0.0","0.0","0.0534","0.0","0.0287","0.0014","0.0105","0.0119","0.0","0.0","0.0","0.0","0.0119","0.0"
"Durikainema","0","0.0","0.0","0.0","0","4.9719","0.0","0.909","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dystomanema","0","0.0","0.0","1.8","3","2.0411","0.068","0.4632","0.5312","0.0","0.5312","0.0","0.0","0.0","0.0","0.5314","0.0177","0.0914","0.1091","0.0","0.1091","0.0","0.0","0.0","0.0"
"Ecanema","8","0.0","0.0","3.2","4","0.9351","0.0234","0.2596","0.283","0.0","0.283","0.0","0.0","0.0","0.283","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Echidnonema","0","0.0","0.0","0.0","0","10443.0023","0.0","282.0211","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Echinodorus","2","0.0","0.0","3.2","4","0.5026","0.0126","0.163","0.1755","0.0","0.1755","0.0","0.1755","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ecphyadophora","1","0.0","0.0","0.0","2","0.0199","0.001","0.0144","0.0154","0.0","0.0","0.0154","0.0","0.0","0.0","0.0016","1.0E-4","9.0E-4","0.001","0.0","0.0","0.001","0.0","0.0","0.0"
"Ecphyadophoroides","1","0.0","0.0","0.0","2","0.0366","0.0018","0.0227","0.0245","0.0","0.0","0.0245","0.0","0.0","0.0","0.0104","5.0E-4","0.0049","0.0054","0.0","0.0","0.0054","0.0","0.0","0.0"
"Ecumenicus","8","0.0","0.0","3.2","4","0.6347","0.0159","0.1932","0.2091","0.0","0.2091","0.0","0.0","0.0","0.2091","0.0585","0.0015","0.0133","0.0147","0.0","0.0147","0.0","0.0","0.0","0.0147"
"Egtitus","5","0.0","0.0","5.0","5","4.7133","0.0943","0.8672","0.9615","0.0","0.9615","0.0","0.0","0.0","0.9615","1.2701","0.0254","0.1772","0.2026","0.0","0.2026","0.0","0.0","0.0","0.2026"
"Ektaphelenchoides","5","0.8","0.0","0.0","2","0.1454","0.0073","0.063","0.0703","0.0","0.0","0.0","0.0","0.0","0.0703","0.0304","0.0015","0.0106","0.0121","0.0","0.0","0.0","0.0","0.0","0.0121"
"Ektaphelenchus","5","0.8","0.0","0.0","2","0.2258","0.0113","0.0859","0.0972","0.0","0.0","0.0","0.0","0.0","0.0972","0.0298","0.0015","0.0081","0.0096","0.0","0.0","0.0","0.0","0.0","0.0096"
"Elaphonema","3","0.8","0.0","0.0","2","0.2232","0.0112","0.0864","0.0975","0.0","0.0","0.0","0.0","0.0975","0.0","0.057","0.0029","0.0171","0.0199","0.0","0.0","0.0","0.0","0.0199","0.0"
"Eleutherolaimus","0","0.8","0.0","0.0","2","3.5699","0.1785","0.6264","0.8049","0.0","0.0","0.0","0.0","0.0","0.0","1.3346","0.0667","0.1807","0.2471","0.0","0.0","0.0","0.0","0.0","0.0"
"Enchodeloides","8","0.0","0.0","3.2","4","2.1073","0.0527","0.4775","0.5302","0.0","0.5302","0.0","0.0","0.0","0.5302","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Enchodelus","8","0.0","0.0","3.2","4","3.5962","0.0899","0.6964","0.7863","0.0","0.7863","0.0","0.0","0.0","0.7863","0.2665","0.0067","0.0403","0.0469","0.0","0.0469","0.0","0.0","0.0","0.0469"
"Encholaimus","2","0.0","0.0","3.2","4","0.1401","0.0035","0.0625","0.066","0.0","0.066","0.0","0.066","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Endeolophus","0","0.0","0.0","1.8","3","0.3716","0.0124","0.1299","0.1423","0.0","0.1423","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Enoploides","0","0.8","0.0","0.0","2","212.8895","10.6445","15.2152","25.8597","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Enoplolaimus","0","0.8","0.0","0.0","2","3.9861","0.1993","0.7539","0.9532","0.0","0.0","0.0","0.0","0.0","0.0","1.8398","0.092","0.2698","0.3618","0.0","0.0","0.0","0.0","0.0","0.0"
"Enoplus","0","0.8","0.0","0.0","2","98.0185","4.9009","8.496","13.3969","0.0","0.0","0.0","0.0","0.0","0.0","10.0702","0.5035","0.6557","1.1592","0.0","0.0","0.0","0.0","0.0","0.0"
"Enterobius","0","0.0","0.0","0.0","0","1631.25","0.0","70.0734","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Epacanthion","0","0.8","0.0","0.0","2","1.2475","0.0624","0.3164","0.3788","0.0","0.0","0.0","0.0","0.0","0.0","0.5369","0.0268","0.1051","0.1319","0.0","0.0","0.0","0.0","0.0","0.0"
"Epacrolaimus","8","0.0","0.0","5.0","5","122.0679","2.4414","10.0041","12.4455","0.0","12.4455","0.0","0.0","0.0","12.4455","13.3126","0.2663","0.8111","1.0773","0.0","1.0773","0.0","0.0","0.0","1.0773"
"Epicharinema","1","0.0","0.0","0.0","2","0.1651","0.0083","0.0707","0.079","0.0","0.0","0.079","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Epidorylaimus","8","0.0","0.0","3.2","4","1.8919","0.0473","0.4087","0.456","0.0","0.456","0.0","0.0","0.0","0.456","0.3862","0.0097","0.0622","0.0718","0.0","0.0718","0.0","0.0","0.0","0.0718"
"Epitobrilus","5","0.0","0.0","1.8","3","8.0375","0.2679","1.1921","1.46","0.0","1.46","0.0","0.0","0.0","1.46","5.5531","0.1851","0.654","0.8391","0.0","0.8391","0.0","0.0","0.0","0.8391"
"Epsilonema","0","0.0","0.0","3.2","4","0.2423","0.0061","0.0933","0.0994","0.0","0.0994","0.0","0.0","0.0","0.0","0.0803","0.002","0.0236","0.0256","0.0","0.0256","0.0","0.0","0.0","0.0"
"Ereptonema","3","0.8","0.0","0.0","2","0.0685","0.0034","0.0365","0.0399","0.0","0.0","0.0","0.0","0.0399","0.0","0.0101","5.0E-4","0.004","0.0045","0.0","0.0","0.0","0.0","0.0045","0.0"
"Ethmolaimus","3","0.0","0.0","1.8","3","0.5914","0.0197","0.1799","0.1996","0.0","0.1996","0.0","0.0","0.1996","0.0","0.2087","0.007","0.0481","0.0551","0.0","0.0551","0.0","0.0","0.0551","0.0"
"Eubostrichus","0","0.0","0.0","1.8","3","1.4409","0.048","0.359","0.4071","0.0","0.4071","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Eucephalobus","3","0.8","0.0","0.0","2","0.2358","0.0118","0.0912","0.103","0.0","0.0","0.0","0.0","0.103","0.0","0.0307","0.0015","0.009","0.0105","0.0","0.0","0.0","0.0","0.0105","0.0"
"Eudiplogasterium","3","0.0","3.2","0.0","1","3.6061","0.3606","0.7144","1.075","1.075","0.0","0.0","0.0","1.075","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Eudorylaimus","8","0.0","0.0","3.2","4","3.1351","0.0784","0.6324","0.7108","0.0","0.7108","0.0","0.0","0.0","0.7108","0.2659","0.0066","0.0405","0.0472","0.0","0.0472","0.0","0.0","0.0","0.0472"
"Eumonhystera","3","0.8","0.0","0.0","2","0.205","0.0102","0.0747","0.085","0.0","0.0","0.0","0.0","0.085","0.0","0.0633","0.0032","0.0155","0.0186","0.0","0.0","0.0","0.0","0.0186","0.0"
"Eurystomina","0","0.0","0.0","3.2","4","226.4223","5.6606","15.935","21.5956","0.0","21.5956","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Euteratocephalus","3","0.0","0.0","1.8","3","0.263","0.0088","0.0996","0.1084","0.0","0.1084","0.0","0.0","0.1084","0.0","0.0324","0.0011","0.0091","0.0101","0.0","0.0101","0.0","0.0","0.0101","0.0"
"Euterranova","0","0.0","0.0","0.0","0","30331.9345","0.0","627.4624","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Eutobrilus","5","0.0","0.0","1.8","3","1.7269","0.0576","0.4113","0.4688","0.0","0.4688","0.0","0.0","0.0","0.4688","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Eutylenchus","1","0.0","0.0","0.0","2","0.188","0.0094","0.0765","0.0859","0.0","0.0","0.0859","0.0","0.0","0.0","0.0352","0.0018","0.0107","0.0125","0.0","0.0","0.0125","0.0","0.0","0.0"
"Falcaustra","0","0.0","0.0","0.0","0","1787.9951","0.0","72.3935","0.0","0.0","0.0","0.0","0.0","0.0","0.0","796.7978","0.0","24.5577","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Fergusobia","0","0.0","0.0","0.0","0","1.1911","0.0","0.2594","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8184","0.0","0.1294","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ficophagus","1","0.0","0.0","0.0","2","0.2184","0.0109","0.0833","0.0943","0.0","0.0","0.0943","0.0","0.0","0.0","0.0282","0.0014","0.0081","0.0095","0.0","0.0","0.0095","0.0","0.0","0.0"
"Ficotylus","1","0.0","0.0","0.0","2","0.139","0.007","0.0601","0.067","0.0","0.0","0.067","0.0","0.0","0.0","0.0794","0.004","0.0272","0.0311","0.0","0.0","0.0311","0.0","0.0","0.0"
"Fictor","3","0.0","3.2","0.0","1","0.948","0.0948","0.2554","0.3502","0.3502","0.0","0.0","0.0","0.3502","0.0","0.2458","0.0246","0.0513","0.0758","0.0758","0.0","0.0","0.0","0.0758","0.0"
"Filenchus","2","0.8","0.8","0.0","2","0.0988","0.0049","0.0439","0.0488","0.0488","0.0","0.0","0.0488","0.0","0.0","0.0119","6.0E-4","0.0035","0.0041","0.0041","0.0","0.0","0.0041","0.0","0.0"
"Filiponema","0","0.0","0.0","0.0","0","4.0881","0.0","0.7481","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3225","0.0","0.1977","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Foleyella","0","0.0","0.0","0.0","0","18193.7896","0.0","421.071","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5411.7719","0.0","93.0588","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Fotolaimus","0","0.0","0.0","3.2","4","8.7994","0.22","1.3948","1.6148","0.0","1.6148","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Fraglenchus","1","0.0","0.0","0.0","2","0.0439","0.0022","0.0262","0.0284","0.0","0.0","0.0284","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Fuchsnema","3","0.0","3.2","0.0","1","0.9169","0.0917","0.2507","0.3424","0.3424","0.0","0.0","0.0","0.3424","0.0","0.4112","0.0411","0.087","0.1281","0.1281","0.0","0.0","0.0","0.1281","0.0"
"Funaria","2","0.0","0.0","3.2","4","1.8982","0.0475","0.4375","0.485","0.0","0.485","0.0","0.485","0.0","0.0","0.1908","0.0048","0.0326","0.0374","0.0","0.0374","0.0","0.0374","0.0","0.0"
"Fungiotonchium","2","0.0","0.0","3.2","4","2.9025","0.0726","0.6071","0.6796","0.0","0.6796","0.0","0.6796","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Gammanema","0","0.0","0.0","3.2","4","3.2191","0.0805","0.6497","0.7302","0.0","0.7302","0.0","0.0","0.0","0.0","1.0232","0.0256","0.1573","0.1828","0.0","0.1828","0.0","0.0","0.0","0.0"
"Gammarinema","0","0.0","0.0","0.0","0","4.2643","0.0","0.7625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.1595","0.0","0.1593","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Geocenamus","1","0.0","0.0","0.0","3","0.5854","0.0195","0.1672","0.1867","0.0","0.0","0.1867","0.0","0.0","0.0","0.1","0.0033","0.0178","0.0211","0.0","0.0","0.0211","0.0","0.0","0.0"
"Geomonhystera","3","0.8","0.0","0.0","2","0.2831","0.0142","0.1041","0.1183","0.0","0.0","0.0","0.0","0.1183","0.0","0.0213","0.0011","0.006","0.0071","0.0","0.0","0.0","0.0","0.0071","0.0"
"Geraldius","3","0.8","0.0","0.0","2","1.6991","0.085","0.4001","0.4851","0.0","0.0","0.0","0.0","0.4851","0.0","0.3378","0.0169","0.0607","0.0776","0.0","0.0","0.0","0.0","0.0776","0.0"
"Glauxinema","3","0.0","3.2","0.0","1","1.3443","0.1344","0.3308","0.4652","0.4652","0.0","0.0","0.0","0.4652","0.0","0.2229","0.0223","0.0424","0.0647","0.0647","0.0","0.0","0.0","0.0647","0.0"
"Globodera","1","0.0","0.0","0.0","3","58.4432","1.9481","5.5433","7.4914","0.0","0.0","7.4914","0.0","0.0","0.0","9.9588","0.332","0.7328","1.0636","0.0","0.0","1.0636","0.0","0.0","0.0"
"Glochinema","0","0.0","0.0","3.2","4","4.1914","0.1048","0.7393","0.8441","0.0","0.8441","0.0","0.0","0.0","0.0","3.3892","0.0847","0.5079","0.5926","0.0","0.5926","0.0","0.0","0.0","0.0"
"Goezia","0","0.0","0.0","0.0","0","4960.867","0.0","150.5572","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2232.8557","0.0","55.8668","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Goffartia","3","0.0","3.2","0.0","1","0.3542","0.0354","0.1254","0.1608","0.1608","0.0","0.0","0.0","0.1608","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Gomphionema","0","0.0","0.0","1.8","3","3.6195","0.1206","0.679","0.7997","0.0","0.7997","0.0","0.0","0.0","0.0","2.5177","0.0839","0.3854","0.4694","0.0","0.4694","0.0","0.0","0.0","0.0"
"Gracilacus","1","0.0","0.0","0.0","2","0.037","0.0019","0.0228","0.0247","0.0","0.0","0.0247","0.0","0.0","0.0","0.0052","3.0E-4","0.0023","0.0026","0.0","0.0","0.0026","0.0","0.0","0.0"
"Gracilancea","1","0.0","0.0","0.0","2","0.5763","0.0288","0.1806","0.2094","0.0","0.0","0.2094","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Granonchulus","5","0.0","0.0","3.2","4","4.1021","0.1026","0.7533","0.8558","0.0","0.8558","0.0","0.0","0.0","0.8558","1.1645","0.0291","0.1721","0.2012","0.0","0.2012","0.0","0.0","0.0","0.2012"
"Guitartia","3","0.8","0.0","0.0","2","1.5695","0.0785","0.3828","0.4613","0.0","0.0","0.0","0.0","0.4613","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Hadrodenus","2","0.8","0.8","0.0","2","0.1488","0.0074","0.0653","0.0728","0.0728","0.0","0.0","0.0728","0.0","0.0","0.0161","8.0E-4","0.0053","0.0061","0.0061","0.0","0.0","0.0061","0.0","0.0"
"Halalaimus","0","0.0","0.0","3.2","4","0.4026","0.0101","0.138","0.1481","0.0","0.1481","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Halaphanolaimus","0","0.0","0.0","1.8","3","2.2237","0.0741","0.4971","0.5713","0.0","0.5713","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Halenchus","1","0.0","0.0","0.0","2","0.6502","0.0325","0.1977","0.2302","0.0","0.0","0.2302","0.0","0.0","0.0","0.0081","4.0E-4","0.0018","0.0022","0.0","0.0","0.0022","0.0","0.0","0.0"
"Halicephalobus","3","0.0","3.2","0.0","1","0.0526","0.0053","0.029","0.0342","0.0342","0.0","0.0","0.0","0.0342","0.0","0.0086","9.0E-4","0.0036","0.0045","0.0045","0.0","0.0","0.0","0.0045","0.0"
"Halichoanolaimus","0","0.0","0.0","1.8","3","6.8045","0.2268","1.1502","1.377","0.0","1.377","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Haliplectus","0","0.8","0.0","0.0","2","0.6944","0.0347","0.1927","0.2274","0.0","0.0","0.0","0.0","0.0","0.0","0.1269","0.0063","0.027","0.0333","0.0","0.0","0.0","0.0","0.0","0.0"
"Halomonhystera","0","0.8","0.0","0.0","2","0.316","0.0158","0.1151","0.1308","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Halophilanema","0","0.0","0.0","0.0","0","0.186","0.0","0.0773","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Heleidomermis","0","0.0","0.0","0.0","0","13.0438","0.0","1.8738","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Heliconema","0","0.0","0.0","0.0","0","17251.3508","0.0","410.9415","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Helicotylenchus","1","0.0","0.0","0.0","3","0.2937","0.0098","0.1049","0.1147","0.0","0.0","0.1147","0.0","0.0","0.0","0.0143","5.0E-4","0.0034","0.0039","0.0","0.0","0.0039","0.0","0.0","0.0"
"Heligmosomoides","0","0.0","0.0","0.0","0","688.7647","0.0","36.7042","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Hemicaloosia","1","0.0","0.0","0.0","3","0.4588","0.0153","0.1464","0.1617","0.0","0.0","0.1617","0.0","0.0","0.0","0.1511","0.005","0.0342","0.0393","0.0","0.0","0.0393","0.0","0.0","0.0"
"Hemicriconemoides","1","0.0","0.0","0.0","3","0.4154","0.0138","0.1315","0.1454","0.0","0.0","0.1454","0.0","0.0","0.0","0.0921","0.0031","0.0162","0.0192","0.0","0.0","0.0192","0.0","0.0","0.0"
"Hemicycliophora","1","0.0","0.0","0.0","3","0.9378","0.0313","0.2562","0.2874","0.0","0.0","0.2874","0.0","0.0","0.0","0.047","0.0016","0.0095","0.011","0.0","0.0","0.011","0.0","0.0","0.0"
"Hemiplectus","3","0.8","0.0","0.0","2","2.4838","0.1242","0.5401","0.6643","0.0","0.0","0.0","0.0","0.6643","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Herpetostrongylus","0","0.0","0.0","0.0","0","73.8708","0.0","6.5042","0.0","0.0","0.0","0.0","0.0","0.0","0.0","52.3455","0.0","3.776","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Heterakis","0","0.0","0.0","0.0","0","383.0027","0.0","23.6355","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Heterocephalobellus","3","0.8","0.0","0.0","2","0.3452","0.0173","0.1203","0.1376","0.0","0.0","0.0","0.0","0.1376","0.0","0.0943","0.0047","0.0252","0.0299","0.0","0.0","0.0","0.0","0.0299","0.0"
"Heterocephalobus","3","0.8","0.0","0.0","2","0.3559","0.0178","0.1234","0.1412","0.0","0.0","0.0","0.0","0.1412","0.0","0.0612","0.0031","0.016","0.0191","0.0","0.0","0.0","0.0","0.0191","0.0"
"Heterocheilus","0","0.0","0.0","0.0","0","7969.1797","0.0","230.2623","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Heterodera","1","0.0","0.0","0.0","3","86.1464","2.8715","7.0551","9.9267","0.0","0.0","9.9267","0.0","0.0","0.0","11.5783","0.3859","0.711","1.0954","0.0","0.0","1.0954","0.0","0.0","0.0"
"Heterodorus","8","0.0","0.0","3.2","4","3.4527","0.0863","0.6556","0.7419","0.0","0.7419","0.0","0.0","0.0","0.7419","0.608","0.0152","0.0758","0.0909","0.0","0.0909","0.0","0.0","0.0","0.0909"
"Heterorhabditis","0","0.0","0.0","0.0","0","63.3032","0.0","5.5845","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19.4991","0.0","1.3405","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Heterorhabditis","0","0.0","0.0","0.0","0","63.3032","0.0","5.5845","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19.4991","0.0","1.3405","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Heterotylenchius","0","0.0","0.0","0.0","0","0.3039","0.0","0.1117","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Heth","0","0.0","0.0","0.0","0","31.5531","0.0","3.5645","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.8495","0.0","0.6038","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Hexatylus","2","0.8","0.8","0.0","2","1.2514","0.0626","0.3223","0.3849","0.3849","0.0","0.0","0.3849","0.0","0.0","0.1914","0.0096","0.0371","0.0467","0.0467","0.0","0.0","0.0467","0.0","0.0"
"Hirschmanniella","1","0.0","0.0","0.0","3","1.8106","0.0604","0.3908","0.4511","0.0","0.0","0.4511","0.0","0.0","0.0","0.3563","0.0119","0.0507","0.0625","0.0","0.0","0.0625","0.0","0.0","0.0"
"Histotylenchus","1","0.0","0.0","0.0","3","0.5478","0.0183","0.1707","0.189","0.0","0.0","0.189","0.0","0.0","0.0","0.0992","0.0033","0.0233","0.0266","0.0","0.0","0.0266","0.0","0.0","0.0"
"Hofmaenneria","0","0.0","0.0","1.8","3","0.0296","0.001","0.0195","0.0205","0.0","0.0205","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Hoplolaimus","1","0.0","0.0","0.0","3","1.8108","0.0604","0.4205","0.4809","0.0","0.0","0.4809","0.0","0.0","0.0","0.1602","0.0053","0.0281","0.0335","0.0","0.0","0.0335","0.0","0.0","0.0"
"Hoplotylus","1","0.0","0.0","0.0","3","0.2098","0.007","0.0835","0.0905","0.0","0.0","0.0905","0.0","0.0","0.0","0.0579","0.0019","0.0171","0.019","0.0","0.0","0.019","0.0","0.0","0.0"
"Hopperia","0","0.0","0.0","1.8","3","4.5613","0.152","0.8521","1.0041","0.0","1.0041","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Howardula","0","0.0","0.0","0.0","0","64.0628","0.0","5.2567","0.0","0.0","0.0","0.0","0.0","0.0","0.0","63.6429","0.0","5.1143","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Huntaphelenchoides","5","0.8","0.0","0.0","2","0.2261","0.0113","0.0895","0.1008","0.0","0.0","0.0","0.0","0.0","0.1008","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Hypodontolaimus","0","0.0","0.0","3.2","4","2.203","0.0551","0.4602","0.5153","0.0","0.5153","0.0","0.0","0.0","0.0","0.7486","0.0187","0.1321","0.1507","0.0","0.1507","0.0","0.0","0.0","0.0"
"Hysterothylacium","0","0.0","0.0","0.0","0","18910.3331","0.0","359.6332","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16234.7906","0.0","262.4633","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ibipora","1","0.0","0.0","0.0","3","1.4185","0.0473","0.3385","0.3858","0.0","0.0","0.3858","0.0","0.0","0.0","0.4861","0.0162","0.0914","0.1076","0.0","0.0","0.1076","0.0","0.0","0.0"
"Ichthyocephaloides","0","0.0","0.0","0.0","0","171.7747","0.0","12.9533","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
