"genusName","feeding","basal","enrichment","structure","cp","GenavgMass","GenavgCPr","GenavgCRs","GenavgMFP","GenavgEFP","GenavgSFP","GenavgHFP","GenavgFFP","GenavgBFP","GenavgPFP","StderrMass","StderrCPr","StderrCRs","StderrMFP","StderrEFP","StderrSFP","StderrHFP","StderrFFP","StderrBFP","StderrPFP"
"Cephalobus","3","0.8","0.0","0.0","2","0.2662","0.0133","0.0995","0.1128","0.0","0.0","0.0","0.0","0.1128","0.0","0.0397","0.002","0.0117","0.0137","0.0","0.0","0.0","0.0","0.0137","0.0"
"Cephalodorylaimus","2","0.0","0.0","3.2","4","0.4888","0.0122","0.1596","0.1718","0.0","0.1718","0.0","0.1718","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ceramonema","0","0.0","0.0","1.8","3","0.5612","0.0187","0.1689","0.1876","0.0","0.1876","0.0","0.0","0.0","0.0","0.1686","0.0056","0.0351","0.0407","0.0","0.0407","0.0","0.0","0.0","0.0"
"Ceratoplectus","3","0.8","0.0","0.0","2","0.4622","0.0231","0.1452","0.1683","0.0","0.0","0.0","0.0","0.1683","0.0","0.1963","0.0098","0.0483","0.0581","0.0","0.0","0.0","0.0","0.0581","0.0"
"Cerviconema","8","0.0","0.0","5.0","5","2.3257","0.0465","0.5141","0.5606","0.0","0.5606","0.0","0.0","0.0","0.5606","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cervidellus","3","0.8","0.0","0.0","2","0.1743","0.0087","0.0706","0.0793","0.0","0.0","0.0","0.0","0.0793","0.0","0.0425","0.0021","0.0125","0.0147","0.0","0.0","0.0","0.0","0.0147","0.0"
"Cervoannulatus","1","0.0","0.0","0.0","2","0.0738","0.0037","0.0386","0.0423","0.0","0.0","0.0423","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cervonema","0","0.0","0.0","1.8","3","1.7548","0.0585","0.3771","0.4356","0.0","0.4356","0.0","0.0","0.0","0.0","0.9845","0.0328","0.1741","0.2069","0.0","0.2069","0.0","0.0","0.0","0.0"
"Chaetonema","0","0.8","0.0","0.0","2","1.4776","0.0739","0.3659","0.4398","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cheironchus","0","0.0","0.0","3.2","4","11.0082","0.2752","1.6441","1.9193","0.0","1.9193","0.0","0.0","0.0","0.0","2.1223","0.0531","0.239","0.2921","0.0","0.2921","0.0","0.0","0.0","0.0"
"Chilenchus","1","0.0","0.0","0.0","2","0.1049","0.0052","0.0503","0.0556","0.0","0.0","0.0556","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Chiloplacoides","3","0.8","0.0","0.0","2","0.7335","0.0367","0.2164","0.253","0.0","0.0","0.0","0.0","0.253","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Chiloplacus","3","0.8","0.0","0.0","2","0.5343","0.0267","0.1652","0.1919","0.0","0.0","0.0","0.0","0.1919","0.0","0.0778","0.0039","0.0184","0.0222","0.0","0.0","0.0","0.0","0.0222","0.0"
"Chiloplectus","3","0.8","0.0","0.0","2","0.6017","0.0301","0.1746","0.2047","0.0","0.0","0.0","0.0","0.2047","0.0","0.1497","0.0075","0.0362","0.0437","0.0","0.0","0.0","0.0","0.0437","0.0"
"Chitwoodiellus","2","0.0","0.0","3.2","4","0.9295","0.0232","0.2584","0.2817","0.0","0.2817","0.0","0.2817","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Chitwoodius","2","0.0","0.0","3.2","4","3.4438","0.0861","0.6789","0.765","0.0","0.765","0.0","0.765","0.0","0.0","0.4435","0.0111","0.0655","0.0765","0.0","0.0765","0.0","0.0765","0.0","0.0"
"Choanolaimus","5","0.0","0.0","3.2","4","9.4102","0.2353","1.4637","1.6989","0.0","1.6989","0.0","0.0","0.0","1.6989","1.4102","0.0353","0.1651","0.2003","0.0","0.2003","0.0","0.0","0.0","0.2003"
"Chromadorina","3","0.0","0.0","1.8","3","0.3964","0.0132","0.1346","0.1478","0.0","0.1478","0.0","0.0","0.1478","0.0","0.0717","0.0024","0.0187","0.0211","0.0","0.0211","0.0","0.0","0.0211","0.0"
"Chromadorita","6","0.0","0.0","1.8","3","1.2804","0.0427","0.3286","0.3713","0.0","0.3713","0.0","0.0","0.0","0.0","0.0235","8.0E-4","0.0045","0.0053","0.0","0.0053","0.0","0.0","0.0","0.0"
"Chromadoropsis","0","0.0","0.0","1.8","3","6.4574","0.2152","1.1059","1.3211","0.0","1.3211","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Chromaspirina","0","0.0","0.0","1.8","3","3.8959","0.1299","0.7499","0.8798","0.0","0.8798","0.0","0.0","0.0","0.0","1.2172","0.0406","0.1783","0.2189","0.0","0.2189","0.0","0.0","0.0","0.0"
"Chronogaster","3","0.0","0.0","1.8","3","0.3276","0.0109","0.1155","0.1264","0.0","0.1264","0.0","0.0","0.1264","0.0","0.0383","0.0013","0.0103","0.0115","0.0","0.0115","0.0","0.0","0.0115","0.0"
"Chrysodorus","8","0.0","0.0","3.2","4","7.7073","0.1927","1.2628","1.4555","0.0","1.4555","0.0","0.0","0.0","1.4555","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Chrysonema","8","0.0","0.0","3.2","4","1.4404","0.036","0.3556","0.3916","0.0","0.3916","0.0","0.0","0.0","0.3916","0.2594","0.0065","0.0488","0.0552","0.0","0.0552","0.0","0.0","0.0","0.0552"
"Chrysonemoides","8","0.0","0.0","3.2","4","0.9833","0.0246","0.2696","0.2942","0.0","0.2942","0.0","0.0","0.0","0.2942","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Chylorhabditis","3","0.0","3.2","0.0","1","3.5797","0.358","0.7105","1.0684","1.0684","0.0","0.0","0.0","1.0684","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cienfuegia","0","0.8","0.0","0.0","2","1.5271","0.0764","0.375","0.4514","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Clarkus","5","0.0","0.0","3.2","4","3.897","0.0974","0.7217","0.8191","0.0","0.8191","0.0","0.0","0.0","0.8191","0.9688","0.0242","0.131","0.1552","0.0","0.1552","0.0","0.0","0.0","0.1552"
"Clavicaudoides","5","0.0","0.0","5.0","5","0.3511","0.007","0.1245","0.1315","0.0","0.1315","0.0","0.0","0.0","0.1315","4.0E-4","0.0","1.0E-4","1.0E-4","0.0","1.0E-4","0.0","0.0","0.0","1.0E-4"
"Cloacina","0","0.0","0.0","0.0","0","1637.6231","0.0","64.6758","0.0","0.0","0.0","0.0","0.0","0.0","0.0","497.223","0.0","16.3323","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Coarctadera","3","0.0","3.2","0.0","1","6.6187","0.6619","1.1072","1.769","1.769","0.0","0.0","0.0","1.769","0.0","1.0639","0.1064","0.1418","0.2481","0.2481","0.0","0.0","0.0","0.2481","0.0"
"Cobbionema","0","0.0","0.0","1.8","3","4.0126","0.1338","0.6918","0.8256","0.0","0.8256","0.0","0.0","0.0","0.0","2.4053","0.0802","0.3434","0.4234","0.0","0.4234","0.0","0.0","0.0","0.0"
"Cobbonchus","5","0.0","0.0","3.2","4","4.1034","0.1026","0.7169","0.8195","0.0","0.8195","0.0","0.0","0.0","0.8195","3.5283","0.0882","0.5366","0.6248","0.0","0.6248","0.0","0.0","0.0","0.6248"
"Contracaecum","0","0.0","0.0","0.0","0","43036.2139","0.0","747.8014","0.0","0.0","0.0","0.0","0.0","0.0","0.0","23615.7958","0.0","301.4988","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Coomansinema","8","0.0","0.0","5.0","5","3.2547","0.0651","0.6608","0.7259","0.0","0.7259","0.0","0.0","0.0","0.7259","0.3471","0.0069","0.0529","0.0599","0.0","0.0599","0.0","0.0","0.0","0.0599"
"Coomansinemoides","8","0.0","0.0","5.0","5","0.6104","0.0122","0.1885","0.2007","0.0","0.2007","0.0","0.0","0.0","0.2007","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Coomansus","5","0.0","0.0","3.2","4","6.5123","0.1628","1.0083","1.1711","0.0","1.1711","0.0","0.0","0.0","1.1711","2.0714","0.0518","0.233","0.2845","0.0","0.2845","0.0","0.0","0.0","0.2845"
"Copemania","0","0.0","0.0","0.0","0","12.8701","0.0","1.855","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cornilaimus","3","0.8","0.0","0.0","2","1.2056","0.0603","0.3141","0.3744","0.0","0.0","0.0","0.0","0.3744","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cornurella","0","0.0","0.0","1.8","3","1.2735","0.0425","0.3273","0.3697","0.0","0.3697","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Corpicracens","0","0.0","0.0","0.0","0","35.7237","0.0","3.9891","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Coslenchus","1","0.0","0.0","0.0","2","0.0999","0.005","0.0481","0.0531","0.0","0.0","0.0531","0.0","0.0","0.0","0.0043","2.0E-4","0.0016","0.0018","0.0","0.0","0.0018","0.0","0.0","0.0"
"Cosmocephalus","0","0.0","0.0","0.0","0","671.6292","0.0","36.0172","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Craspedonema","3","0.0","3.2","0.0","1","0.2535","0.0254","0.0975","0.1229","0.1229","0.0","0.0","0.0","0.1229","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Crassolabium","8","0.0","0.0","3.2","4","1.734","0.0433","0.4068","0.4502","0.0","0.4502","0.0","0.0","0.0","0.4502","0.1642","0.0041","0.032","0.0361","0.0","0.0361","0.0","0.0","0.0","0.0361"
"Crateronema","8","0.0","0.0","3.2","4","0.3302","0.0083","0.1189","0.1272","0.0","0.1272","0.0","0.0","0.0","0.1272","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Crenopharynx","0","0.0","0.0","3.2","4","174.6886","4.3672","12.9671","17.3343","0.0","17.3343","0.0","0.0","0.0","0.0","34.2864","0.8572","1.9602","2.8172","0.0","2.8172","0.0","0.0","0.0","0.0"
"Crenosoma","0","0.0","0.0","0.0","0","82.6232","0.0","7.4815","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cribronema","3","0.8","0.0","0.0","2","0.0393","0.002","0.0241","0.026","0.0","0.0","0.0","0.0","0.026","0.0","0.0031","2.0E-4","0.0014","0.0016","0.0","0.0","0.0","0.0","0.0016","0.0"
"Cricodorylaimus","2","0.0","0.0","3.2","4","0.5346","0.0134","0.1707","0.184","0.0","0.184","0.0","0.184","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cricolaimus","0","0.0","0.0","1.8","3","1.6938","0.0565","0.4053","0.4618","0.0","0.4618","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Criconema","1","0.0","0.0","0.0","3","0.6589","0.022","0.1932","0.2152","0.0","0.0","0.2152","0.0","0.0","0.0","0.0804","0.0027","0.0188","0.0215","0.0","0.0","0.0215","0.0","0.0","0.0"
"Criconemoides","1","0.0","0.0","0.0","3","0.6451","0.0215","0.1854","0.2069","0.0","0.0","0.2069","0.0","0.0","0.0","0.1055","0.0035","0.0231","0.0266","0.0","0.0","0.0266","0.0","0.0","0.0"
"Crocodorylaimus","8","0.0","0.0","3.2","4","2.2168","0.0554","0.4875","0.5429","0.0","0.5429","0.0","0.0","0.0","0.5429","0.5825","0.0146","0.0938","0.1083","0.0","0.1083","0.0","0.0","0.0","0.1083"
"Croconema","0","0.0","0.0","1.8","3","5.9078","0.1969","1.0085","1.2054","0.0","1.2054","0.0","0.0","0.0","0.0","2.9635","0.0988","0.3948","0.4936","0.0","0.4936","0.0","0.0","0.0","0.0"
"Croserinema","1","0.0","0.0","0.0","3","1.6384","0.0546","0.3954","0.45","0.0","0.0","0.45","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Crossonema","1","0.0","0.0","0.0","3","0.9987","0.0333","0.2696","0.3029","0.0","0.0","0.3029","0.0","0.0","0.0","0.1608","0.0054","0.0322","0.0376","0.0","0.0","0.0376","0.0","0.0","0.0"
"Crustorhabditis","3","0.0","3.2","0.0","1","14.9151","1.4915","1.7115","3.203","3.203","0.0","0.0","0.0","3.203","0.0","7.2624","0.7262","0.6965","1.4217","1.4217","0.0","0.0","0.0","1.4217","0.0"
"Cruznema","3","0.0","3.2","0.0","1","3.7096","0.371","0.6517","1.0226","1.0226","0.0","0.0","0.0","1.0226","0.0","2.2882","0.2288","0.3276","0.5559","0.5559","0.0","0.0","0.0","0.5559","0.0"
"Cryphodera","1","0.0","0.0","0.0","3","9.3356","0.3112","1.4147","1.7259","0.0","0.0","1.7259","0.0","0.0","0.0","1.9334","0.0644","0.205","0.2693","0.0","0.0","0.2693","0.0","0.0","0.0"
"Cryptaphelenchus","2","0.8","0.8","0.0","2","0.0487","0.0024","0.0277","0.0301","0.0301","0.0","0.0","0.0301","0.0","0.0","0.0154","8.0E-4","0.0069","0.0076","0.0076","0.0","0.0","0.0076","0.0","0.0"
"Cryptonchus","3","0.0","0.0","3.2","4","1.5389","0.0385","0.3772","0.4157","0.0","0.4157","0.0","0.0","0.4157","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cucullanus","0","0.0","0.0","0.0","0","2816.1417","0.0","97.52","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1365.7405","0.0","33.8273","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cucullitylenchus","1","0.0","0.0","0.0","2","0.0407","0.002","0.0247","0.0268","0.0","0.0","0.0268","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Curviditis","3","0.0","3.2","0.0","1","3.7878","0.3788","0.727","1.1058","1.1058","0.0","0.0","0.0","1.1058","0.0","1.1017","0.1102","0.1706","0.2807","0.2807","0.0","0.0","0.0","0.2807","0.0"
"Curvidorylaimus","2","0.0","0.0","3.2","4","6.4042","0.1601","1.099","1.2591","0.0","1.2591","0.0","1.2591","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cuticularia","3","0.0","3.2","0.0","1","1.1719","0.1172","0.3074","0.4246","0.4246","0.0","0.0","0.0","0.4246","0.0","0.0646","0.0065","0.0127","0.0192","0.0192","0.0","0.0","0.0","0.0192","0.0"
"Cutidiplogaster","8","0.0","3.2","0.0","1","3.0266","0.3027","0.6264","0.9291","0.9291","0.0","0.0","0.0","0.0","0.9291","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cyathoshiva","0","0.0","0.0","1.8","3","0.5185","0.0173","0.1668","0.1841","0.0","0.1841","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cygnonema","0","0.0","0.0","3.2","4","2.4502","0.0613","0.5286","0.5898","0.0","0.5898","0.0","0.0","0.0","0.0","0.8396","0.021","0.1383","0.1593","0.0","0.1593","0.0","0.0","0.0","0.0"
"Cylindrolaimus","3","0.0","0.0","1.8","3","0.4541","0.0151","0.1391","0.1542","0.0","0.1542","0.0","0.0","0.1542","0.0","0.1835","0.0061","0.0431","0.0492","0.0","0.0492","0.0","0.0","0.0492","0.0"
"Cylindrotheristus","3","0.8","0.0","0.0","2","0.3351","0.0168","0.117","0.1337","0.0","0.0","0.0","0.0","0.1337","0.0","0.1747","0.0087","0.0478","0.0565","0.0","0.0","0.0","0.0","0.0565","0.0"
"Dagda","3","0.0","0.0","1.8","3","4.4144","0.1471","0.8314","0.9786","0.0","0.9786","0.0","0.0","0.9786","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Daptonema","3","0.8","0.0","0.0","2","1.9292","0.0965","0.4004","0.4969","0.0","0.0","0.0","0.0","0.4969","0.0","1.4563","0.0728","0.2456","0.3184","0.0","0.0","0.0","0.0","0.3184","0.0"
"Dasynemella","0","0.0","0.0","1.8","3","0.473","0.0158","0.1557","0.1715","0.0","0.1715","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dasynemoides","0","0.0","0.0","1.8","3","1.0201","0.034","0.2541","0.2881","0.0","0.2881","0.0","0.0","0.0","0.0","0.8553","0.0285","0.1835","0.212","0.0","0.212","0.0","0.0","0.0","0.0"
"Deficephalobus","3","0.8","0.0","0.0","2","0.2947","0.0147","0.1055","0.1202","0.0","0.0","0.0","0.0","0.1202","0.0","0.1314","0.0066","0.0353","0.0419","0.0","0.0","0.0","0.0","0.0419","0.0"
"Deladenus","2","0.8","0.8","0.0","2","0.9758","0.0488","0.2455","0.2943","0.2943","0.0","0.0","0.2943","0.0","0.0","0.2294","0.0115","0.0464","0.0579","0.0579","0.0","0.0","0.0579","0.0","0.0"
"Delatylus","2","0.8","0.8","0.0","2","0.3144","0.0157","0.1146","0.1303","0.1303","0.0","0.0","0.1303","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Deletrocephalus","0","0.0","0.0","0.0","0","991.7299","0.0","48.2456","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Deleyia","3","0.0","3.2","0.0","1","0.1862","0.0186","0.0771","0.0957","0.0957","0.0","0.0","0.0","0.0957","0.0","0.0364","0.0036","0.0114","0.015","0.015","0.0","0.0","0.0","0.015","0.0"
"Demaniella","3","0.0","3.2","0.0","1","0.973","0.0973","0.2629","0.3602","0.3602","0.0","0.0","0.0","0.3602","0.0","0.4046","0.0405","0.0842","0.1247","0.1247","0.0","0.0","0.0","0.1247","0.0"
"Deontolaimus","3","0.0","0.0","1.8","3","0.1906","0.0064","0.078","0.0844","0.0","0.0844","0.0","0.0","0.0844","0.0","0.0597","0.002","0.0186","0.0206","0.0","0.0206","0.0","0.0","0.0206","0.0"
"Deontostoma","0","0.0","0.0","1.8","3","5978.1916","199.2731","185.6051","384.8782","0.0","384.8782","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Desmodora","0","0.8","0.0","0.0","2","2.4526","0.1226","0.5097","0.6323","0.0","0.0","0.0","0.0","0.0","0.0","0.7393","0.037","0.1228","0.1597","0.0","0.0","0.0","0.0","0.0","0.0"
"Desmodorella","0","0.0","0.0","1.8","3","1.2452","0.0415","0.3211","0.3627","0.0","0.3627","0.0","0.0","0.0","0.0","0.1326","0.0044","0.0254","0.0298","0.0","0.0298","0.0","0.0","0.0","0.0"
"Desmolaimus","0","0.8","0.0","0.0","2","2.8197","0.141","0.594","0.735","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Desmoscolex","0","0.0","0.0","3.2","4","0.2422","0.0061","0.0882","0.0942","0.0","0.0942","0.0","0.0","0.0","0.0","0.1018","0.0025","0.0271","0.0297","0.0","0.0297","0.0","0.0","0.0","0.0"
"Desmotersia","0","0.0","0.0","1.8","3","8.0116","0.2671","1.3","1.5671","0.0","1.5671","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Desmotricoma","0","0.0","0.0","3.2","4","0.293","0.0073","0.1087","0.116","0.0","0.116","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Devibursaphelenchus","2","0.8","0.8","0.0","2","0.2166","0.0108","0.0828","0.0937","0.0937","0.0","0.0","0.0937","0.0","0.0","0.1035","0.0052","0.031","0.0362","0.0362","0.0","0.0","0.0362","0.0","0.0"
"Diastolaimus","3","0.8","0.0","0.0","2","0.9187","0.0459","0.2537","0.2996","0.0","0.0","0.0","0.0","0.2996","0.0","0.2092","0.0105","0.0437","0.0541","0.0","0.0","0.0","0.0","0.0541","0.0"
"Dicelis","0","0.0","0.0","0.0","0","42.2807","0.0","4.4809","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.4308","0.0","0.655","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dichromadora","0","0.8","0.0","0.0","2","0.3833","0.0192","0.1214","0.1406","0.0","0.0","0.0","0.0","0.0","0.0","0.1922","0.0096","0.0448","0.0543","0.0","0.0","0.0","0.0","0.0","0.0"
"Dintheria","3","0.0","0.0","1.8","3","0.271","0.009","0.1025","0.1116","0.0","0.1116","0.0","0.0","0.1116","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dioctowittus","0","0.0","0.0","0.0","0","1510.1463","0.0","66.1343","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Diphtherophora","2","0.0","0.0","1.8","3","0.5039","0.0168","0.1614","0.1782","0.0","0.1782","0.0","0.1782","0.0","0.0","0.0852","0.0028","0.0196","0.0225","0.0","0.0225","0.0","0.0225","0.0","0.0"
"Diplenteron","3","0.0","3.2","0.0","1","4.4273","0.4427","0.8332","1.2759","1.2759","0.0","0.0","0.0","1.2759","0.0","0.1067","0.0107","0.0151","0.0257","0.0257","0.0","0.0","0.0","0.0257","0.0"
"Diplogaster","3","0.0","3.2","0.0","1","1.8857","0.1886","0.4393","0.6279","0.6279","0.0","0.0","0.0","0.6279","0.0","0.0366","0.0037","0.0064","0.0101","0.0101","0.0","0.0","0.0","0.0101","0.0"
"Diplogasteriana","3","0.0","3.2","0.0","1","1.6042","0.1604","0.3891","0.5496","0.5496","0.0","0.0","0.0","0.5496","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Diplogasteritus","3","0.0","3.2","0.0","1","0.6306","0.0631","0.1922","0.2552","0.2552","0.0","0.0","0.0","0.2552","0.0","0.0655","0.0066","0.0152","0.0217","0.0217","0.0","0.0","0.0","0.0217","0.0"
"Diplogasteroides","3","0.0","3.2","0.0","1","0.8016","0.0802","0.2304","0.3105","0.3105","0.0","0.0","0.0","0.3105","0.0","0.0811","0.0081","0.0175","0.0256","0.0256","0.0","0.0","0.0","0.0256","0.0"
"Diplogastrellus","3","0.0","3.2","0.0","1","0.2012","0.0201","0.0817","0.1019","0.1019","0.0","0.0","0.0","0.1019","0.0","0.0387","0.0039","0.0118","0.0157","0.0157","0.0","0.0","0.0","0.0157","0.0"
"Diplolaimella","0","0.8","0.0","0.0","2","0.1773","0.0089","0.0746","0.0835","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Diplolaimelloides","0","0.8","0.0","0.0","2","0.3867","0.0193","0.1299","0.1493","0.0","0.0","0.0","0.0","0.0","0.0","0.0665","0.0033","0.0161","0.0194","0.0","0.0","0.0","0.0","0.0","0.0"
"Diplopeltoides","0","0.0","0.0","1.8","3","0.8964","0.0299","0.2478","0.2777","0.0","0.2777","0.0","0.0","0.0","0.0","0.2609","0.0087","0.0535","0.0622","0.0","0.0622","0.0","0.0","0.0","0.0"
"Diplopeltula","0","0.0","0.0","1.8","3","2.9957","0.0999","0.5268","0.6266","0.0","0.6266","0.0","0.0","0.0","0.0","1.9682","0.0656","0.2713","0.3366","0.0","0.3366","0.0","0.0","0.0","0.0"
"Diploscapter","3","0.0","3.2","0.0","1","0.2569","0.0257","0.093","0.1187","0.1187","0.0","0.0","0.0","0.1187","0.0","0.0476","0.0048","0.0134","0.0181","0.0181","0.0","0.0","0.0","0.0181","0.0"
"Diploscapteroides","3","0.0","3.2","0.0","1","0.2923","0.0292","0.1085","0.1378","0.1378","0.0","0.0","0.0","0.1378","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Diplotriaena","0","0.0","0.0","0.0","0","24900.03","0.0","539.8234","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4004.53","0.0","65.3606","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Discocriconemella","1","0.0","0.0","0.0","3","0.3381","0.0113","0.1125","0.1238","0.0","0.0","0.1238","0.0","0.0","0.0","0.1218","0.0041","0.0304","0.0344","0.0","0.0","0.0344","0.0","0.0","0.0"
"Discolaimium","8","0.0","0.0","3.2","4","1.191","0.0298","0.2925","0.3223","0.0","0.3223","0.0","0.0","0.0","0.3223","0.3867","0.0097","0.0689","0.0786","0.0","0.0786","0.0","0.0","0.0","0.0786"
"Discolaimoides","8","0.0","0.0","3.2","4","1.1883","0.0297","0.3031","0.3328","0.0","0.3328","0.0","0.0","0.0","0.3328","0.2614","0.0065","0.0472","0.0537","0.0","0.0537","0.0","0.0","0.0","0.0537"
"Discolaimus","8","0.0","0.0","3.2","4","2.7182","0.068","0.5524","0.6204","0.0","0.6204","0.0","0.0","0.0","0.6204","0.4759","0.0119","0.0769","0.0888","0.0","0.0888","0.0","0.0","0.0","0.0888"
"Discomyctus","2","0.0","0.0","3.2","4","0.2621","0.0066","0.1","0.1066","0.0","0.1066","0.0","0.1066","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Discopersicus","1","0.0","0.0","0.0","2","0.1491","0.0075","0.0655","0.0729","0.0","0.0","0.0729","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Discotylenchus","1","0.0","0.0","0.0","2","0.0466","0.0023","0.0267","0.0291","0.0","0.0","0.0291","0.0","0.0","0.0","0.0085","4.0E-4","0.0037","0.0041","0.0","0.0","0.0041","0.0","0.0","0.0"
"Distolabrellus","3","0.0","3.2","0.0","1","3.2256","0.3226","0.6437","0.9662","0.9662","0.0","0.0","0.0","0.9662","0.0","0.6832","0.0683","0.11","0.1783","0.1783","0.0","0.0","0.0","0.1783","0.0"
"Ditylenchoides","2","0.8","0.8","0.0","2","0.5652","0.0283","0.1696","0.1979","0.1979","0.0","0.0","0.1979","0.0","0.0","0.1278","0.0064","0.0305","0.0369","0.0369","0.0","0.0","0.0369","0.0","0.0"
"Ditylenchus","2","0.8","0.8","0.0","2","0.401","0.0201","0.1284","0.1485","0.1485","0.0","0.0","0.1485","0.0","0.0","0.0964","0.0048","0.0234","0.0282","0.0282","0.0","0.0","0.0282","0.0","0.0"
"Dolichodera","1","0.0","0.0","0.0","3","7.9961","0.2665","1.2981","1.5647","0.0","0.0","1.5647","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
